age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
41,Self-emp-inc,285094,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,50,United-States,>50K
51,State-gov,260328,Bachelors,13,Married-civ-spouse,Craft-repair,Unmarried,White,Male,10,0,40,United-States,<=50K
34,Private,209980,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,7,1923,40,United-States,>50K
17,Private,287490,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,21,United-States,<=50K
17,Private,186905,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,45,United-States,<=50K
39,Self-emp-not-inc,254140,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,9,0,50,Mexico,<=50K
36,Private,320539,Some-college,9,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,57,United-States,<=50K
20,Private,276997,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,6,0,11,United-States,<=50K
22,Private,67230,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,4,1647,20,United-States,<=50K
49,Local-gov,186355,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,16,0,31,United-States,<=50K
35,Private,214827,HS-grad,9,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,11,0,46,United-States,>50K
45,Private,143784,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5,0,40,United-States,>50K
26,Federal-gov,141646,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,0,1,44,United-States,<=50K
43,Private,164056,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7,0,40,United-States,>50K
35,State-gov,437080,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,10,1,50,United-States,<=50K
32,State-gov,134755,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Female,0,0,46,United-States,>50K
49,Self-emp-not-inc,50429,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,20,0,61,United-States,>50K
47,Self-emp-inc,196643,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,26,0,40,Cuba,>50K
31,Federal-gov,51173,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
33,Private,155018,11th,7,Never-married,Prof-specialty,Not-in-family,Black,Female,13,0,40,United-States,<=50K
31,Private,339758,5th-6th,3,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,40,Mexico,<=50K
43,Local-gov,240330,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,7754,0,55,United-States,>50K
23,Private,124321,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,9,1,44,United-States,<=50K
41,Local-gov,137930,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,9,1,40,United-States,>50K
57,Self-emp-inc,298539,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,3,0,40,United-States,>50K
35,Private,226917,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,White,Male,10,1,40,United-States,>50K
27,Private,103527,9th,5,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,13,1,46,United-States,<=50K
38,Self-emp-inc,89723,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,13,0,40,United-States,>50K
53,Private,147168,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,10,1,40,United-States,<=50K
51,Private,198425,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,4,0,50,United-States,<=50K
30,Self-emp-inc,206388,Some-college,10,Never-married,Sales,Own-child,White,Male,14,0,60,United-States,<=50K
25,?,261282,Bachelors,13,Never-married,?,Own-child,White,Male,23,0,40,United-States,<=50K
50,Private,300865,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5,0,40,United-States,>50K
57,Private,39013,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,White,Female,7,0,22,United-States,<=50K
29,Private,68537,Bachelors,13,Separated,Sales,Not-in-family,White,Female,19,0,45,United-States,<=50K
31,Private,107714,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,<=50K
65,Private,102608,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3345,0,45,United-States,>50K
49,Private,255605,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,40,United-States,>50K
50,Private,48463,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,3631,1,40,United-States,>50K
40,Self-emp-not-inc,158908,Assoc-acdm,15,Married-civ-spouse,Farming-fishing,Husband,White,Male,9,0,50,United-States,<=50K
24,State-gov,62209,Some-college,10,Divorced,Adm-clerical,Other-relative,White,Female,13,0,57,United-States,>50K
29,Private,215802,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,Black,Male,0,0,40,United-States,<=50K
25,Private,500096,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,2,0,57,United-States,<=50K
46,State-gov,129510,Masters,14,Never-married,Exec-managerial,Unmarried,White,Female,27,1,44,United-States,>50K
41,Private,239013,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,>50K
39,Private,205983,Assoc-voc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,7,1,40,United-States,>50K
45,Private,235821,10th,6,Widowed,Other-service,Unmarried,White,Female,4,0,40,United-States,<=50K
41,Private,97108,Masters,4,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,13,1,40,?,>50K
47,Private,159672,Some-college,10,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,14,0,58,United-States,>50K
25,Private,132759,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,12,1,40,United-States,<=50K
18,Private,216845,Bachelors,13,Never-married,Transport-moving,Own-child,White,Male,3,0,46,United-States,<=50K
43,Self-emp-inc,141441,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Female,4,0,40,United-States,<=50K
43,Private,66500,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Female,6,1,57,United-States,<=50K
47,Private,316495,Some-college,10,Divorced,Adm-clerical,Own-child,White,Male,7,0,40,United-States,<=50K
18,Federal-gov,216725,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,Nicaragua,<=50K
46,?,47937,Some-college,10,Never-married,?,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,148657,Some-college,10,Separated,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K
47,Private,114894,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,1,58,United-States,<=50K
27,Federal-gov,139923,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,2,0,50,United-States,>50K
22,Self-emp-inc,286053,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,15,0,46,United-States,<=50K
25,Private,105722,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,13,0,47,United-States,<=50K
31,Private,205047,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,45,United-States,<=50K
56,Private,221121,Some-college,11,Married-civ-spouse,Craft-repair,Husband,White,Male,19,1909,44,United-States,>50K
26,Private,165235,Masters,14,Never-married,Prof-specialty,Own-child,White,Female,0,0,13,United-States,<=50K
43,Private,74397,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
45,Federal-gov,194292,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Male,7,0,45,United-States,<=50K
20,?,197616,Some-college,10,Never-married,?,Own-child,White,Male,13,2333,10,United-States,<=50K
57,State-gov,142590,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
53,Federal-gov,114478,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,7754,0,40,United-States,>50K
53,Private,122235,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,1,29,United-States,>50K
48,?,191833,9th,6,Married-civ-spouse,?,Husband,White,Male,10,0,40,United-States,<=50K
33,Private,333747,Some-college,10,Divorced,Sales,Unmarried,White,Female,9,0,21,United-States,<=50K
43,Private,263062,HS-grad,9,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,6,0,40,?,<=50K
18,Private,199982,11th,9,Never-married,Sales,Own-child,White,Female,9,0,22,United-States,<=50K
30,?,547040,Some-college,10,Divorced,?,Own-child,White,Female,7,1,8,United-States,<=50K
28,Private,55219,Some-college,10,Married-civ-spouse,Craft-repair,Wife,White,Male,0,0,44,United-States,<=50K
46,Private,230076,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,4035,1,40,United-States,>50K
18,Private,121115,11th,7,Never-married,Farming-fishing,Own-child,White,Male,2,0,24,United-States,<=50K
59,?,173875,Some-college,10,Never-married,?,Own-child,White,Female,0,0,8,United-States,<=50K
43,Self-emp-not-inc,120967,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,6,0,45,United-States,<=50K
28,Private,77284,HS-grad,9,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Male,0,0,50,United-States,>50K
41,Private,198099,HS-grad,9,Married-civ-spouse,Adm-clerical,Own-child,White,Male,4,0,44,United-States,<=50K
27,Private,420248,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
24,Private,196496,Masters,14,Never-married,Sales,Not-in-family,White,Female,9,0,40,United-States,<=50K
43,Private,702493,Some-college,10,Divorced,?,Own-child,White,Female,9,0,9,United-States,<=50K
27,Self-emp-inc,237843,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,22,United-States,<=50K
41,State-gov,192680,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,8,0,50,United-States,<=50K
58,Private,123702,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,4,1,12,United-States,<=50K
60,Private,178669,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,11,0,40,England,<=50K
30,Private,256690,Some-college,9,Never-married,Adm-clerical,Other-relative,White,Female,7,0,40,United-States,<=50K
22,Private,209111,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
43,Self-emp-not-inc,232616,HS-grad,9,Married-civ-spouse,Adm-clerical,Own-child,Other,Female,0,0,36,Italy,<=50K
45,Private,95043,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,25,1,46,United-States,>50K
53,Private,265184,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,21,0,45,United-States,<=50K
42,Private,122447,Some-college,11,Never-married,Adm-clerical,Not-in-family,Black,Female,9,0,40,United-States,<=50K
19,Private,82397,Bachelors,13,Never-married,Farming-fishing,Own-child,Amer-Indian-Eskimo,Male,20,1,30,United-States,<=50K
19,Private,142370,11th,7,Never-married,Adm-clerical,Not-in-family,White,Female,0,1,12,United-States,<=50K
40,Self-emp-inc,339902,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
41,Private,243154,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
32,Private,132543,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4,0,40,United-States,<=50K
34,Private,238937,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,16,0,50,United-States,>50K
61,Private,307468,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,White,Female,2,0,7,United-States,<=50K
31,Private,62974,Some-college,10,Married-civ-spouse,Adm-clerical,Unmarried,Black,Female,0,1914,40,United-States,<=50K
38,Private,117221,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,<=50K
38,State-gov,111324,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,7663,0,57,United-States,>50K
55,Self-emp-inc,106699,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,13,1,60,United-States,>50K
54,Self-emp-inc,175051,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1,58,United-States,>50K
46,Self-emp-inc,272197,7th-8th,4,Separated,Farming-fishing,Unmarried,White,Male,0,1,86,Mexico,<=50K
29,Private,208752,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,21,United-States,<=50K
23,?,51650,Some-college,10,Never-married,?,Own-child,White,Male,6,1676,40,United-States,<=50K
69,Self-emp-inc,46369,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1,45,United-States,<=50K
54,Private,201671,11th,7,Never-married,Adm-clerical,Own-child,White,Female,6,0,10,United-States,<=50K
56,Private,245494,10th,3,Separated,Farming-fishing,Own-child,White,Male,11,1,78,Mexico,<=50K
26,Private,146577,9th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3,0,44,Mexico,<=50K
49,Self-emp-inc,198560,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15453,0,50,United-States,>50K
34,Private,51457,Some-college,10,Divorced,Sales,Own-child,White,Male,19,0,23,United-States,<=50K
27,Private,267868,HS-grad,9,Never-married,Sales,Own-child,White,Female,13,0,19,United-States,<=50K
30,Private,664832,Some-college,10,Married-spouse-absent,Other-service,Unmarried,White,Female,11,0,47,United-States,<=50K
30,Private,343496,Some-college,10,Separated,Craft-repair,Unmarried,Black,Male,5,0,40,Haiti,<=50K
26,Private,121863,HS-grad,14,Married-spouse-absent,Other-service,Not-in-family,White,Female,1,1,44,United-States,<=50K
18,Private,139696,11th,7,Divorced,Other-service,Unmarried,White,Female,0,0,30,United-States,<=50K
20,Private,195057,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,1,0,22,United-States,<=50K
31,Private,47573,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,46,United-States,<=50K
56,Private,192530,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,7,0,36,United-States,<=50K
24,Private,113204,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Female,4,0,40,United-States,>50K
33,State-gov,268121,12th,6,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,<=50K
55,Private,252304,5th-6th,3,Never-married,Priv-house-serv,Unmarried,White,Female,5,1,7,Mexico,<=50K
33,State-gov,133239,Masters,14,Never-married,Exec-managerial,Husband,White,Male,16,0,40,United-States,>50K
39,Local-gov,162504,HS-grad,9,Divorced,Protective-serv,Unmarried,White,Female,0,0,45,United-States,<=50K
18,Private,167708,9th,6,Never-married,Sales,Own-child,White,Female,0,0,19,United-States,<=50K
35,Private,623429,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5,0,40,United-States,<=50K
18,Private,215579,12th,8,Separated,Craft-repair,Own-child,White,Male,0,1,40,United-States,<=50K
28,Private,232940,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,2,1,40,United-States,>50K
24,Federal-gov,134059,Assoc-acdm,13,Never-married,Tech-support,Own-child,White,Male,4,0,40,United-States,<=50K
29,Private,206230,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,59,United-States,<=50K
57,Private,171510,Masters,9,Separated,Machine-op-inspct,Not-in-family,White,Female,9,0,44,United-States,<=50K
48,Private,232017,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Male,3,0,44,United-States,<=50K
36,Local-gov,157205,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,23,0,50,United-States,>50K
64,State-gov,78791,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,6,0,44,United-States,>50K
51,Private,204321,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7881,1,40,United-States,>50K
33,Private,360621,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,Yugoslavia,<=50K
30,Private,147525,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,19,0,45,United-States,>50K
40,Private,137726,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3574,0,40,United-States,<=50K
51,Self-emp-not-inc,320292,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,10,0,40,United-States,<=50K
22,Private,169101,9th,6,Married-civ-spouse,Farming-fishing,Unmarried,White,Male,0,0,40,United-States,<=50K
18,Private,254639,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,8,0,40,United-States,<=50K
30,?,55741,Some-college,10,Never-married,?,Not-in-family,White,Female,10,0,40,United-States,<=50K
22,Private,123048,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Female,8,0,40,United-States,<=50K
26,Private,228117,Some-college,10,Never-married,Adm-clerical,Husband,White,Male,18,0,40,United-States,<=50K
21,Private,265601,HS-grad,9,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,6,0,12,United-States,<=50K
39,Self-emp-not-inc,46313,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,15,0,45,United-States,<=50K
28,Private,237304,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,2,0,40,United-States,<=50K
44,Private,135316,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
50,Private,130653,HS-grad,9,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,6,0,44,United-States,<=50K
29,Private,241049,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,11,0,40,United-States,<=50K
64,Local-gov,42055,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,3,0,40,United-States,>50K
27,Private,243913,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,20,0,50,United-States,>50K
39,Private,205465,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,25,0,45,United-States,>50K
38,Private,89302,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,12,1,40,United-States,>50K
21,Private,623541,Some-college,10,Never-married,Tech-support,Own-child,White,Female,6,0,50,United-States,<=50K
32,Private,107858,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,19,0,46,United-States,<=50K
43,Self-emp-not-inc,186662,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,3729,0,46,United-States,>50K
62,Private,387342,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
35,Self-emp-not-inc,97896,Assoc-acdm,12,Never-married,Tech-support,Unmarried,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
65,Private,140963,7th-8th,14,Widowed,Priv-house-serv,Not-in-family,White,Female,2646,1,7,United-States,<=50K
21,Private,262921,Bachelors,13,Separated,Other-service,Unmarried,Black,Female,19,0,30,United-States,<=50K
30,Private,149418,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,>50K
56,Private,142076,Prof-school,15,Married-civ-spouse,Transport-moving,Husband,Black,Male,17,0,45,United-States,>50K
17,Private,420209,10th,5,Never-married,Other-service,Own-child,White,Female,1,0,21,United-States,<=50K
45,Federal-gov,99970,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
